,names,Yield Strength,Pressure treated,Area under heat treatment curve,Strengthening Precipitate Phase,Powder processed,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,Ultimate Tensile Strength,Elongation
2356,Inconel100GATORIZE,1125,No,0,GammaPrime,No,5,0.03,0.07,18.5,12.4,0,0,0,0,0,0,3.2,0,0,55.8,0,0,0,0,0,4.3,0.8,0,0,0,0,0.06,,22
2357,AEREX350,967,No,4316,YprimeandEta,No,0.84,0.021,0.019,25.15,17.03,0,0,0,0,0,0,3.05,0,1.13,44.69,0.004,0,0,0,4.02,2.07,0,2.17,0,0,0,0,,12.5
2358,Inconel718,,No,12230,,No,2.33,0.0041,0.059,0,17.2,0,19.23,,,0,0,2.98,0,3.16,53.56,0,,,0,0,1.48,0,0,0,0,0,0,,
2359,Udimet720Li,,No,26278,,No,2.54,0.018,0.013,14.52,16.06,0,0,,,0,0,3.08,0,0,57.53,0,,,0,0,5.04,0,1.2,0,0,0,0,,
2360,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,795,
2361,Inconel625,,No,3523,,No,0.28,0,0.02,0,21.56,0,1.41,0,,0,0.05,8.92,0.007,3.77,63.67,0,,,0.05,0,0.26,0,0,0,0,0,0,1023,
2362,Udimet700,,No,41416,,No,4,0.03,0.06,17,15,0,0,0,,0,0,5,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,1240,
2363,Inconel718P/M,,No,12566,,No,5.45,0,0.04,0,18.61,0,18.61,0,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,1185,
2364,N-155,,No,4441,,No,0,0,0.15,20,21,0,30,0,,0,1.5,3,0.15,1,20,0,,,0.5,0,0,0,2.5,0,0,0,0,428,
2365,EP741NP,938,No,37552,GammaPrime,Yes,5.02,0.015,0.04,15.8,8.2,0,0,0.24,0,0,0,3.9,0,2.56,57.47,0,0,0,0,0,1.45,0,5.3,0,0,0,0.01,,
2366,Inconel939,,No,13840,,No,2,0.004,0.15,19,22.4,0.005,0,,,0,0,0.01,0,1.02,48.23,0,,,0.001,1.45,3.71,0,2.02,0,0,0,0.003,,
2367,SEL,952,No,12160,GammaPrime,No,4.4,0.015,0.08,22,15,0,0,0,0,0,0,4.5,0,0,51,0,0,0,0,0,2.4,0,0,0,0,0,0,,15
2368,RR1000+,1025,No,7960,GammaPrime,Yes,3.1,0.02,0.045,17,15,0,0,0.35,0,0,0,4.5,0,0,53.53,0,0,0,0,2,4.4,0,0,0,0,0,0.06,,16.63
2369,Unnamedalloy31,977,No,11702,GammaPrime,No,0.54,0.004,0.04,22.5,0,0,41.74,0,0,0,0,0,0,4.07,29.5,0,0,0,0.31,0,1.3,0,0,0,0,0,0,,13.9
2370,Waspaloy1651,,No,44108,,No,1.35,0.004,0.031,12.4,19.4,0,0,,,0,0,4.05,0,0,59.64,0,,,0,0,3.07,0,0,0,0,0,0.06,,
2371,Udimet500,,No,21072,,No,3,0.07,0.07,19,18,0,0,0,,0,0,4.2,0,0,52,0,,,0,0,3,0,0,0,0,0,0.05,130,
2372,MAR-M421,958,No,18718,GammaPrime,No,4.3,0.015,0.14,9.5,15.8,0,0,0,0,0,0,2,0,2,61,0,0,0,0,0,1.8,0,3.8,0,0,0,0.05,,15
2373,HastelloyS,,No,0,,No,0.3,0,0,0,15.5,0,1,0,,0,0.5,14.5,0,0,67,0,,,0.4,0,0,0,0,0,0,0,0,340,
2374,NimonicPE.16,,No,16266,,No,1.2,0.02,0.05,1,16.5,0,33,0,,0,0.1,1.1,0,0,43,0,,,0.1,0,1.2,0,0,0,0,0,0,885,
2375,MAR-M247:WWS,,No,203820,,No,5.57,0.016,0.14,10.05,8.51,0,0.16,0,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,988,
2376,Udimet720,1307,No,20232,GammaPrime,No,2.5,0.033,0.035,14.7,18,0,0,0,0,0,0,3,0,0,55.15,0,0,0,0,0,5,0,1.25,0,0,0,0.03,,8.1
2377,Inconel713C,766,No,0,GammaPrime,No,6.3,0.011,0.09,0,13.5,0,0,0,0,0,0,4.6,0,1.8,71.33,0,0,0,0,1.5,0.8,0,0,0,0,0,0.07,,10.7
2378,Inconel738LC,,No,22520,,No,3.44,0.01,0.09,8.61,15.95,0,0.04,0,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,866,
2379,B-1900,,No,0,,No,6,0.015,0.1,10,8,0,0,,,0,0,6,0,0,64,0,,,0,4,1,0,0,0,0,0,0.1,,
2380,Udimet710,,No,18722,,No,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
2381,Ticolloy11,815,No,0,Both,No,0.87,0.004,0.031,0,17.8,0,18,0,0,0.001,0,3.02,0,5.42,53.89,0,0,0,0,0,0.96,0,0,0,0,0,0,,13
2382,MAR-M247:WST,745,Yes,24530,GammaPrime,No,5.42,0.015,0.13,10,8.4,0,0.08,1.41,0,0,0,0.78,0,0,59.81,0,0,0,0,2.9,1.03,0,10,0,0,0,0.03,,11
2383,Inconel625,593,No,3579,DoublePrime,Yes,0.25,0,0.021,0,21.43,0,1.28,0,0,0,0.03,8.88,0.006,3.77,64.02,0,0,0,0.05,0,0.26,0,0,0,0,0,0,,43
2384,AlloyT+,,No,7800,,No,3.1,0.02,0.045,17,15,0,0,0,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1601,
2385,HastelloyS,,No,1066,,No,0.3,0,0,0,15.5,0,1,,,0,0.5,14.5,0,0,67,0,,,0.4,0,0,0,0,0,0,0,0,,
2386,Rene80,1393,No,47980,GammaPrime,No,3,0.015,0.17,9.5,14,0,0,0,0,0,0,4,0,0,60,0,0,0,0,0,5,0,4,0,0,0,0.03,,13
2387,TDNickel,,No,982,,No,0,0,0,0,0,0,0,,,0,0,0,0,0,98,0,,,0,0,0,0,0,0,0,0,0,,
2388,Unnamedalloy19,,No,0,,No,6,0.02,0.009,0,6,0,0,,,0,0,2,0,1.5,73.37,0,,,0,0,0,0,11,0,0,0,0.1,,
2389,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
2390,Inconel706,1055,No,11694,Both,No,0.24,0,0.021,0.03,16.2,0,37.3,0,0,0,0,0.05,0,3,41.59,0,0,0,0.05,0,1.52,0,0,0,0,0,0,,16
2391,MAR-M247:WLB,,No,203820,,No,5.55,0.015,0.17,10.1,8.51,0,0.04,0,,0,0,0.77,0,0,59.83,1.47,,,0,2.91,0.95,0,9.65,0,0,0,0.04,989,
2392,Inconel738X,,No,22474,,No,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,,0,0.1,1.68,0,1.5,59.89,0,,,0.1,1.9,3.75,0,2.55,0,0,0,0.069,1084.5,
2393,Haynes242,,No,7150,,No,0,0,0,0,8,0,0,,,0,0,25,0,0,66,0,,,0,1,0,0,0,0,0,0,0,,
2394,Astroloy,1055,No,41520,GammaPrime,Yes,4.15,0,0.036,17,14.7,0,0.22,0,0,0,0.05,3.4,0,0,55.43,0,0,0,0.04,0,3.57,0,0,0,0,0,0,,8.5
2395,Inconel792,,No,22474,,No,3.1,0.02,0.12,9,12.4,0,0,0,,0,0,1.9,0,0,61,0,,,0,3.9,4.5,0,3.8,0,0,0,0.1,990,
2396,Rene80,1434,No,47980,GammaPrime,No,3,0.015,0.17,9.5,14,0,0,0,0,0,0,4,0,0,60,0,0,0,0,0,5,0,4,0,0,0,0.03,,13
2397,Udimet720Li,948,No,23992,GammaPrime,No,2.54,0.018,0.013,14.52,16.06,0,0,0,0,0,0,3.08,0,0,57.53,0,0,0,0,0,5.04,0,1.2,0,0,0,0,,9.7
2398,UnitempAF2-1DA6,,No,16756,,No,4,0.015,0.04,10,12,0,0,0,,0,0,2.7,0,0,60,0,,,0,0,2.8,0,1.5,0,0,0,0.1,1560,
2399,Nimonic090,,No,19896,,No,1.5,0.003,0.07,16.5,19.5,0,0,,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,,
2400,Nimonic075,725,No,1052,Solution,No,0,0,0.1,0,19.5,0,3,0,0,0,0.3,0,0,0,76,0,0,0,0.3,0,0.4,0,0,0,0,0,0,,28
2401,Waspaloy22,,No,19620,,No,1.36,0.065,0.008,14,19,0,0,0,,0,0,4.1,0,0,58.32,0,,,0,0,3.15,0,0,0,0,0,0,1413,
2402,Inconel100GATORIZE,1095,No,0,GammaPrime,No,5,0.03,0.07,18.5,12.4,0,0,0,0,0,0,3.2,0,0,55.8,0,0,0,0,0,4.3,0.8,0,0,0,0,0.06,,22
2403,HastelloyS,320,No,0,Solution,No,0.3,0,0,0,15.5,0,1,0,0.05,0,0.5,14.5,0,0,67,0,0,0,0.4,0,0,0,0,0,0,0,0,,56
2404,Nimonic263,,No,12784,,No,0.5,0.001,0.06,20,20,0,0,0,,0,0.4,5.9,0,0,51,0,,,0.3,0,2.1,0,0,0,0,0,0.02,280,
2405,Udimet710,,No,18722,,No,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
2406,Udimet500,825,No,21072,GammaPrime,No,3,0.07,0.07,19,18,0,0,0,0,0,0,4.2,0,0,52,0,0,0,0,0,3,0,0,0,0,0,0.05,,20
2407,Inconel713C,,No,4820,,No,6.3,0.011,0.09,0,12.7,0,0,0,,0,0,4.5,0,1,70.93,0,,,0,3.6,0.8,0,0,0,0,0,0.07,878,
2408,Unnamedalloy3,,No,6993,,No,0,0,0,0,24,0,33.17,,,0,0,0,0,3,40,0,,,0,0,3,0,0,0,0,0,0,,
2409,MAR-M252,1105,No,16312,GammaPrime,No,1,0.005,0.15,10,20,0,0,0,0,0,0.5,10,0,0,55,0,0,0,0.5,0,2.6,0,0,0,0,0,0,,25
2410,Unnamedalloy9,,No,0,,No,5.75,0,0,15,10,0,0,,,0,0,3.5,0,0,61.15,0,,,0,0,4.6,0,0,0,0,0,0,,
2411,Inconel718KC1542,968.7,No,38170.8,DoublePrime,No,0.75,0.009,0.06,0.36,17.42,0,18.03,0,0,0,0.11,2.99,0,5.47,53.21,0.004,0,0,0.61,0,0.97,0,0,0,0,0,0,,20.8
2412,Waspaloy,,No,19572,,No,1.3,0.005,0.035,13.4,19.7,0.03,0,,,0,0,4.25,0,0,58.32,0,,,0,0,3,0,0,0,0,0,0,,
2413,Udimet700,,No,41416,,No,4,0.03,0.06,17,15,0,0,,,0,0,5,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,,
2414,MERL76,,No,30062,,No,5,0.02,0.02,18.5,12.5,0,0,,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,,
2415,MAR-M247,,No,42150,,No,5.5,0.015,0.14,10,8.3,0,0,0,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,1070,
2416,Inconel100GATORIZE,,No,0,,No,5,0.03,0.07,18.5,12.4,0,0,0,,0,0,3.2,0,0,55.8,0,,,0,0,4.3,0.8,0,0,0,0,0.06,1380,
2417,SEL-15,931,No,3040,GammaPrime,No,5.4,0.015,0.07,14.5,11,0,0,0,0,0,0,6.5,0,0.5,58,0,0,0,0,0,2.5,0,1.5,0,0,0,0,,16
2418,Astroloy,,No,30844,,No,4,0.03,0.06,17,15,0,0,,,0,0,5.3,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,,
2419,Rene41,607,No,4605,GammaPrime,No,1.5,0.01,0.02,11,19,0,0,0,0,0,0,9.8,0,0,55.42,0,0,0,0,0,3.2,0,0,0,0,0,0.05,,
2420,Rene220,878,No,0,DoublePrime,No,1.3,0.015,0.04,0,20.1,0,1,0,0,0,0,2.4,0,1,68.95,0,0,0,0.5,2.1,2.5,0,0,0,0,0,0.1,,
2421,Inconel718,,No,15480,,No,2.04,0.0019,0.048,0,16.6,0,13.71,,,0,0,3.09,0,3.55,57.45,0,,,0,0,1.21,0,2.3,0,0,0,0,,
2422,Waspaloy,,No,19572,,No,1.3,0.005,0.035,13.4,19.7,0.016,0,,,0,0,4.25,0,0,58.32,0,,,0,0,3,0,0,0,0,0,0,,
2423,Incoloy909,870,No,11694,GammaPrime,No,0,0.001,0.01,13,0,0,42,0,0,0,0,0,0,4.7,38,0,0,0,0.4,0,1.5,0,0,0,0,0,0,,24
2424,Udimet520,850,No,36820,GammaPrime,No,2,0.005,0.05,12,19,0,0,0,0,0,0,6,0,0,57,0,0,0,0,0,3,0,1,0,0,0,0,,10
2425,SEL-15,,No,5260,,No,5.4,0.015,0.07,14.5,11,0,0,0,,0,0,6.5,0,0.5,58,0,,,0,0,2.5,0,1.5,0,0,0,0,1090,
2426,NM3,,No,7780,,No,3.65,0.013,0.024,14.65,11.8,0,0,0,,0,0,3.3,0,0,61.01,0,,,0,0,5.5,0,0,0,0,0,0.052,1273,
2427,AlloyT+B,,No,7960,,No,3.1,0.035,0.045,17,15,0,0,0,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1154,
2428,Haynes556,,No,4708,,No,0.3,0,0.1,20,22,0,29,,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,,
2429,Udimet720Li,,No,875952,,No,2.54,0.018,0.013,14.52,16.06,0,0,,,0,0,3.08,0,0,57.53,0,,,0,0,5.04,0,1.2,0,0,0,0,,
2430,EP741NP,,No,74672,,No,5.02,0.015,0.04,15.8,8.2,0,0,,,0,0,3.9,0,2.56,57.47,0.24,,,0,0,1.45,0,5.3,0,0,0,0.01,,
2431,Haynes556,,No,0,,No,0.3,0,0.1,20,22,0,29,0,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,590,
2432,RR1000,,No,17320,,No,3,0.015,0.027,18.5,15,0,0,0,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,1565,
2433,Alloy101,,No,35200,,No,3.4,0.015,0.16,9,12.2,0,0,0,,0,0,1.95,0,0,60.17,1,,,0,3.95,4.1,0,3.95,0,0,0,0.11,1857,
2434,Rene41,,No,16424,,No,1.5,0.005,0.09,11,19,0,0,0,,0,0,10,0,0,55,0,,,0,0,3.1,0,0,0,0,0,0,620,
2435,Inconel625,,No,3579,,No,0.28,0,0.02,0,21.56,0,1.41,0,,0,0.05,8.92,0.007,3.77,63.67,0,,,0.05,0,0.26,0,0,0,0,0,0,1020,
2436,Inconel713C,,No,34420,,No,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
2437,AF115,922,No,37552,GammaPrime,Yes,3.8,0.02,0.05,15,10.7,0,0,0.75,0,0,0,3.9,0,1.7,56.33,0,0,0,0,0,3.9,0,3.8,0,0,0,0.05,,
2438,Inconel718P/M,,No,12788,,No,5.45,0,0.04,0,18.61,0,18.61,0,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,1120,
2439,Inconel706,876,No,14223,Both,No,0.24,0.0043,0.042,0,15.78,0,38.2,0,0,0,0.07,0,0,2.99,40.93,0.003,0,0,0.09,0,1.65,0,0,0,0,0,0,,23
2440,Haynes556,,No,0,,No,0.3,0,0.1,20,22,0,29,0,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,470,
2441,Unnamedalloy9,,No,0,,No,5.75,0,0,15,10,0,0,,,0,0,3.5,0,0,61.15,0,,,0,0,4.6,0,0,0,0,0,0,,
2442,EP741NP,,No,74672,,No,5.02,0.015,0.04,15.8,8.2,0,0,0,,0,0,3.9,0,2.56,57.47,0.24,,,0,0,1.45,0,5.3,0,0,0,0.01,1313,
2443,J5,464,No,5100,Solution,No,0.1,0,0.01,0,12.3,0,0,0,0,0,0,22,0,0,64.51,0,0,0,0,1,0,0,0,0.08,0,0,0,,
2444,PM3030,905,No,3140,yprime+ODS,No,6.6,0,0,0,17,0,0,0,0,0,0,2,0,0,67.8,0,0,0,0,2,0,0,3.5,0.866164748,0,0.233835252,0,,8
2445,Inconel713C,,No,34420,,No,6.3,0.011,0.09,0,12.7,0,0,,,0,0,4.5,0,1,70.93,0,,,0,3.6,0.8,0,0,0,0,0,0.07,,
2446,Inconel718,657,Yes,27509,DoublePrime,No,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,15.4
2447,Inconel718P/M,,No,12454,,No,5.45,0,0.04,0,18.61,0,18.61,0,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,1494,
2448,Inconel738LC,397,No,22474,GammaPrime,No,3.4,0.01,0.11,8.5,16,0,0,0,0,0,0,1.7,0,0.9,61,0,0,0,0,1.7,3.4,0,2.6,0,0,0,0.05,,23.4
2449,Waspaloy,,No,282888,,No,1.4,0.006,0.03,13.8,19.5,0.004,0.2,,,0,0,4.3,0,0,57.76,0,,,0,0,3,0,0,0,0,0,0,,
2450,Inconel718,,No,10712,,No,0.7,0.004,0.035,0,17.8,0,18.3,0,,0,0,2.9,0,5.4,53.86,0,,,0,0,1,0,0,0,0,0,0,1450,
2451,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,,
2452,Inconel713+Hf,,No,0,,No,5.9,0.015,0.05,0,12,0,0,0,,0,0,4.5,0,2,74,1.3,,,0,0,0.6,0,0,0,0,0,0.05,1000,
2453,Haynes230,385,No,0,Solution,No,0.3,0,0.1,0,22,0,0,0,0.02,0,0.5,2,0,0,57,0,0,0,0.4,0,0,0,14,0,0,0,0,,48
2454,Inconel718,,No,12230,,No,1.85,0.0033,0.056,0,17.58,0,17,0,,0,0,2.85,0,3.44,56.04,0,,,0,0,1.18,0,0,0,0,0,0,1405,
2455,Inconel625,352,No,1038,DoublePrime,No,0.2,0,0.05,0,21.5,0,2,0,0,0,0.2,9,0,2,64.65,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,
2456,RR7080,250,No,17420,GammaPrime,No,5.5,0.015,0.14,10,9,0,0,1.5,0,0,0,0,0,0,61,0,0,0,0,2.5,1.5,0,10,0,0,0,0.05,,12
2457,Udimet720P/M,,No,24006,,No,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.07,1584,
2458,AlloyT+B,,No,7800,,No,3.1,0.035,0.045,17,15,0,0,,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,,
2459,Inconel706,1041,No,14223,Both,No,0.23,0.0045,0.041,0,15.79,0,37.88,0,0,0,0.07,0,0,3.05,41.16,0.001,0,0,0.09,0,1.68,0,0,0,0,0,0,,24
2460,MAR-M252,883,No,16312,GammaPrime,No,1,0.005,0.15,10,20,0,0,0,0,0,0.5,10,0,0,55,0,0,0,0.5,0,2.6,0,0,0,0,0,0,,15
2461,Rene220,,No,6590,,No,0.5,0.01,0.015,12,18,0,0,,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,,
2462,Inconel718,1054,No,12715,DoublePrime,No,0.63,0,0.05,0,17.9,0,18.84,0,0,0,0.18,3,0,5.1,52.96,0,0,0,0.22,0,1.12,0,0,0,0,0,0,,31.5
2463,RR1000,958,No,767320,GammaPrime,Yes,3,0.015,0.027,18.5,15,0,0,0.75,0,0,0,5,0,0,52.05,0,0,0,0,2,3.6,0,0,0,0,0,0.06,,28.9
2464,AlloyT+B,,No,7800,,No,3.1,0.035,0.045,17,15,0,0,0,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1532,
2465,GH200,,No,0,,No,4.3,0.008,0.06,15,10,0,0,,,0.0003,0,5.5,0,0,56.83,0,,,0,0,2.5,0.3,5.5,0,0,0,0,,
2466,Nimonic263,505,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,50
2467,MAR-M421,,No,64,,No,4.3,0.015,0.14,9.5,15.8,0,0,0,,0,0,2,0,2,61,0,,,0,0,1.8,0,3.8,0,0,0,0.05,1080,
2468,AF115,,No,74672,,No,3.8,0.02,0.05,15,10.7,0,0,0,,0,0,3.9,0,1.7,56.33,0.75,,,0,0,3.9,0,3.8,0,0,0,0.05,1424,
2469,Inconel617,,No,4708,,No,1,0,0.07,12.5,22,0,0,,,0,0,9,0,0,54,0,,,0,0,0.3,0,0,0,0,0,0,,
2470,J5,625,No,5100,Solution,No,0.1,0,0.01,0,12.3,0,0,0,0,0,0,22,0,0,64.51,0,0,0,0,1,0,0,0,0.08,0,0,0,,
2471,MERL76,285,No,2352,GammaPrime,No,5,0.02,0.02,18.5,12.5,0,0,0.4,0,0,0,3.2,0,1.4,54.5,0,0,0,0,0,4.4,0,0,0,0,0,0.06,,40
2472,MAR-M421,,No,0,,No,4.3,0.015,0.14,9.5,15.8,0,0,,,0,0,2,0,2,61,0,,,0,0,1.8,0,3.8,0,0,0,0.05,,
2473,AlloyT+B,818,No,7960,GammaPrime,Yes,3.1,0.035,0.045,17,15,0,0,0,0,0,0,4,0,0,53.86,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,25.28
2474,Rene95,795,No,22669,GammaPrime,No,3.5,0.009,0.074,8.12,13.66,0,0.11,0,0,0,0,3.46,0.0028,3.45,61.5,0.006,0,0,0,0,2.54,0,3.42,0,0,0,0.044,,8
2475,Rene95,1289,No,13253,GammaPrime,Yes,3.43,0.009,0.07,7.85,13.63,0,0,0,0,0,0,3.5,0,3.46,62,0.007,0,0,0.01,0,2.48,0,3.5,0,0,0,0.05,,10
2476,Allvac718PLUS,1053,No,278890,GammaPrime,No,1.5,0.005,0.02,9.1,17.4,0,9.7,0,0,0,0,2.7,0,5.5,52.36,0.013,0,0,0,0,0.7,0,1,0,0,0,0,,
2477,Inconel718,,No,3145,,No,0.56,0,0.05,0,19.3,0,19.96,0,,0,0.05,3.1,0,4.9,51.1,0,,,0.05,0,0.93,0,0,0,0,0,0,1053,
2478,MAR-M246+Hf,,No,42150,,No,5.5,0.015,0.14,10,9,0,0,0,,0,0,2.5,0,0,63,1.8,,,0,1.5,1.5,0,10,0,0,0,0.05,565,
2479,Inconel718_Ta,725,No,11876,DoublePrime,No,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,11
2480,Inconel718p2,,No,27840,,No,0.47,0.005,0.03,0,18.62,0.0025,19.29,0,,0,0.02,2.98,0,5.15,52.38,0,,,0.05,0,1.01,0,0,0,0,0,0,1421,
2481,TDNickel,,No,982,,No,0,0,0,0,0,0,0,0,,0,0,0,0,0,98,0,,,0,0,0,0,0,0,0,0,0,260,
2482,Nimonic105,,No,35124,,No,4.7,0.005,0.13,20,15,0,0,0,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,448,
2483,Inconel718p3,,No,27840,,No,0.52,0.006,0.03,0,18.56,0.0033,18.76,0,,0,0.02,3.01,0,5.24,52.79,0,,,0.06,0,1,0,0,0,0,0,0,1432,
2484,Inconel783,849,No,15205,GammaPrime,No,5.4,0,0.008,35,3.3,0,25,0,0,0,0,0,0,3,28.03,0,0,0,0.06,0,0.2,0,0,0,0,0,0,,21
2485,Inconel718KC1553,1174.2,No,38170.8,DoublePrime,No,0.64,0.0072,0.046,0.44,17.8,0,17.1,0,0,0,0.12,2.98,0,6.53,53.34,0.001,0,0,0.63,0,0.9,0,0,0,0,0,0,,11.1
2486,MAR-M247:WLB,,No,203820,,No,5.55,0.015,0.17,10.1,8.51,0,0.04,0,,0,0,0.77,0,0,59.83,1.47,,,0,2.91,0.95,0,9.65,0,0,0,0.04,983,
2487,Inconel718,,No,23655,,No,0.53,0,0.05,0,17.9,0,18.92,0,,0,0.06,3,0,5,53.5,0,,,0.05,0,0.99,0,0,0,0,0,0,776,
2488,GH220,,No,10980,,No,4.12,0.013,0.046,14.55,9.9,0.004,0,0,,0.008,0.02,5.4,0,0,57.97,0,,,0.06,0,2.3,0.27,5.35,0,0,0,0,579,
2489,Inconel738X,775,No,22474,GammaPrime,No,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,0,0,0.1,1.68,0,1.5,59.89,0,0,0,0.1,1.9,3.75,0,2.55,0,0,0,0.069,,21.9
2490,MAR-M252,,No,16312,,No,1,0.005,0.15,10,20,0,0,0,,0,0.5,10,0,0,55,0,,,0.5,0,2.6,0,0,0,0,0,0,1240,
2491,TDNickel,759,No,982,Solution,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1.757575758,0.242424242,0,,19
2492,Inconel718KC1555,,No,11781.11111,,No,0.64,0.006,0.06,0.36,17.8,0.001,17.43,0,,0,0.11,2.98,0,5.31,53.23,0,,,0.61,0,1.45,0,0,0,0,0,0,1376.9,
2493,Astroloy,,No,30844,,No,4,0.03,0.06,17,15,0,0,0,,0,0,5.3,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,1160,
2494,Inconel713+Hf,240,No,0,GammaPrime,No,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,20
2495,Inconel718_Ta,,No,9141,,No,0.47,0.0043,0.044,0,19.2,0,18,,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,,
2496,Inconel625,,No,1149,,No,0.2,0,0.05,0,21.5,0,2.5,,,0,0.2,9,0,3.6,61,0,,,0.2,0,0.2,0,0,0,0,0,0,,
2497,Inconel625,,No,1299038,,No,0.2,0,0.05,0,21.5,0,2,0,,0,0.2,9,0,3.6,63.05,0,,,0.2,0,0.2,0,0,0,0,0,0,1010,
2498,Rene220,,No,6590,,No,0.5,0.01,0.015,12,18,0,0,,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,,
2499,Rene95,1455,No,68424,GammaPrime,No,3.5,0.01,0.15,8,14,0,0,0,0,0,0,3.5,0,3.5,61,0,0,0,0,0,2.5,0,3.5,0,0,0,0.05,,13
2500,MAR-M252,,No,16312,,No,1,0.005,0.15,10,20,0,0,,,0,0.5,10,0,0,55,0,,,0.5,0,2.6,0,0,0,0,0,0,,
2501,Udimet720Li,,No,26278,,No,2.54,0.018,0.013,14.52,16.06,0,0,0,,0,0,3.08,0,0,57.53,0,,,0,0,5.04,0,1.2,0,0,0,0,1258,
2502,Udimet720P_M,1222,No,78608,GammaPrime,Yes,2.5,0.02,0.025,14.7,16,0,0,0,0,0,0,3,0,0,57.48,0,0,0,0,0,5,0,1.25,0,0,0,0.03,,19.8
2503,Inconel713C,,No,4820,,No,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
2504,AlloyT+B,,No,7960,,No,3.1,0.035,0.045,17,15,0,0,0,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,1021,
