,Name,"Tensile Strength, Yield",Heat treatment 1 Temperature,Heat treatment 1 Time,Heat treatment 2 Temperature,Heat treatment 2 Time,Heat treatment 3 Temperature,Heat treatment 3 Time,Heat treatment 4 Temperature,Heat treatment 4 Time,Heat treatment 5 Temperature,Heat treatment 5 Time,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,"Tensile Strength, Ultimate",Elongation at Break
2173,MAR-M252,,1038,4,760,16,0,0,0,0,0,0,1,0.005,0.15,10,20,0,0,0,,0,0.5,10,0,0,55,0,,,0.5,0,2.6,0,0,0,0,0,0,1160,
2174,Rene220,876,1065,1,760,5,649,3,704,1000,0,0,0.5,0.01,0.015,12,18,0,0,0,0,0,0,3,0,5,57.48,0,0,0,0,3,1,0,0,0,0,0,0,,7
2175,Inconel718KC1552,709.5,3452.4,1,2327.4,8,2012.4,8,0,0,0,0,0.26,0.0055,0.054,0.36,18.02,0,20.71,0,0,0,0.11,2.86,0,3.94,51.99,0.002,0,0,0.31,0,0.52,0,0,0,0,0,0,,29.3
2176,Inconel625,,1038,1,871,2000,0,0,0,0,0,0,0.2,0,0.05,0,21.5,0,2,0,,0,0.2,9,0,3.6,63.05,0,,,0.2,0,0.2,0,0,0,0,0,0,284,
2177,Haynes242,,1200,0,650,5,650,6,0,0,0,0,0,0,0,0,8,0,0,,,0,0,25,0,0,66,0,,,0,1,0,0,0,0,0,0,0,,
2178,Rene41,,1066,4,760,16,0,0,0,0,0,0,1.5,0.005,0.09,11,19,0,0,0,,0,0,10,0,0,55,0,,,0,0,3.1,0,0,0,0,0,0,1105,
2179,MAR-M247:WST,765,1185,2,871,20,0,0,0,0,0,0,5.42,0.015,0.13,10,8.4,0,0.08,1.41,0,0,0,0.78,0,0,59.81,0,0,0,0,2.9,1.03,0,10,0,0,0,0.03,,15
2180,Rene220,866,0,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,12,20.1,0,1,0,0,0,0,2.4,0,1,56.95,0,0,0,0.5,2.1,2.5,0,0,0,0,0,0.1,,
2181,MAR-M200+Hf,860,871,50,0,0,0,0,0,0,0,0,5,0.015,0.14,10,9,0,0,1.8,0,0,0,0,0,1,59,0,0,0,0,0,2,0,12.5,0,0,0,0.05,,7
2182,Udimet720,,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.03,14.7,17.9,0,0,0,,0,0,3,0,0,55,0,,,0,0,5,0,0,0,0,0,0.03,1455,
2183,Alloy901,635,1093,2,788,2,718,24,0,0,0,0,0.2,0.015,0.05,0,12.5,0,36,0,0,0,0.1,5.7,0,0,42.5,0,0,0,0.1,0,2.8,0,0,0,0,0,0,,19
2184,NimonicPK.33,,843,0,849,25,849,4,0,0,0,0,2,0.03,0.05,14,18.5,0,0.3,0,,0,0.1,7,0,0,56,0,,,0.1,0,2,0,0,0,0,0,0,885,
2185,KM41,,1191,4,843,4,760,4,0,0,0,0,3.67,0.009,0.024,16.24,12.58,0,0,,,0.0021,0,4.03,0,1.96,57.06,0,,,0,0,4.4,0,0,0,0,0,0.027,,
2186,Inconel738LC,,1120,2,845,24,0,0,0,0,0,0,3.44,0.01,0.09,8.61,15.95,0,0.04,,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,,
2187,U720Li,,1170,4,1080,4,845,24,760,16,0,0,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
2188,Unnamedalloy1,,999,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,34.2,,,0,0,0,0,1*,40,0,,,0,0,1*,0,0,0,0,0,0,,
2189,Inconel718KC1551,,954.4444444,1,718.3333333,8,621.1111111,8,0,0,0,0,1.28,0.0063,0.059,0.63,17.23,0.003,18.3,0,,0,0.14,2.99,0,3.85,53.68,0,,,0.34,0,1.45,0,0,0,0,0,0,1318.3,
2190,Inconel713C,,1205,4,0,0,0,0,0,0,0,0,6.2,0.011,0.1,0,13.1,0,0,0,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,939,
2191,Inconel718KC1547,1403.8,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.28,0.0061,0.058,0.37,17.55,0,17.35,0,0,0,0.11,2.96,0,6,53.54,0.002,0,0,0.3,0,1.26,0,0,0,0,0,0,,6.6
2192,Inconel706,,982,1,843,3,718,8,621,8,0,0,0.23,0.0045,0.041,0,15.79,0.001,37.88,,,0,0.07,0,0,3.05,41.16,0,,,0.09,0,1.68,0,0,0,0,0,0,,
2193,HastelloyS,310,1066,0,0,0,0,0,0,0,0,0,0.3,0,0,0,15.5,0,1,0,0.05,0,0.5,14.5,0,0,67,0,0,0,0.4,0,0,0,0,0,0,0,0,,70
2194,Unnamedalloy6,1041,1149,1,700,16,0,0,0,0,0,0,1.7,0,0.05,0,20,0,0,0,0,0,0,0,0,5.2,73.05,0,0,0,0,0,0,0,0,0,0,0,0,,25.3
2195,Inconel718,,996,1,718,8,621,8,0,0,0,0,0.5,0.005,0.04,0,18.5,0,18.5,,,0,0,3,0,5.1,52.5,0,,,0,0,0.9,0,0,0,0,0,0,,
2196,PM3030,97,1230,1,955,2,0,24,0,0,0,0,6.6,0,0,0,17,0,0,0,0,0,0,2,0,0,67.8,0,0,0,0,2,0,0,3.5,0.866164748,0,0.233835252,0,,
2197,Udimet710,,1149,2,1066,4,760,16,0,0,0,0,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
2198,Unnamedalloy28,,1150,4,900,50,0,0,0,0,0,0,1.49,0,0.006,19.2,24.25,0,0,,,0,0,1.44,0,1.08,76.4,0,,,0,0,2.93,0,0,0,0,0,0,,
2199,Incoloy909,540,982,1,718,8,621,8,0,0,0,0,0,0.001,0.01,13,0,0,42,0,0,0,0,0,0,4.7,38,0,0,0,0.4,0,1.5,0,0,0,0,0,0,,34
2200,Nimonic263,460,1149,2,799,8,0,0,0,0,0,0,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,26
2201,Udimet500,635,1079,4,843,24,760,16,0,0,0,0,2.9,0.006,0.08,18.5,18,0,0,0,0,0,0,4,0,0,54,0,0,0,0,0,2.9,0,0,0,0,0,0.05,,27
2202,Udimet720,,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.035,14.7,18,0,0,0,,0,0,3,0,0,55.15,0,,,0,0,5,0,1.25,0,0,0,0.03,1573,
2203,PM1000,244,1315,1,0,0,0,0,0,0,0,0,0.3,0,0.04,0,21,0,0.6,0,0,0,0,0,0,0,77.06,0,0,0,0,0,0.4,0,0,0.472453499,0,0.127546501,0,,
2204,J15,,1200,0,650,5,650,6,0,0,0,0,0.1,0,0.005,0,12.3,0,0,,,0,0,17.3,0,0,64.42,0,,,0,1,0,0,4.8,0,0,0,0,,
2205,Waspaloy,828,1079,4,843,24,760,16,0,0,0,0,1.3,0.006,0.08,13.5,19.5,0,0,0,0,0,0,4.3,0,0,58,0,0,0,0,0,3,0,0,0,0,0,0,,23.3
2206,PM1000,911,1315,1,0,0,0,0,0,0,0,0,0.3,0,0.04,0,21,0,0.6,0,0,0,0,0,0,0,77.06,0,0,0,0,0,0.4,0,0,0.472453499,0,0.127546501,0,,
2207,Inconel713C,,1185,4,925,16,925,16,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,0,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,838,
2208,Waspaloy,,1020,4,850,4,760,16,0,0,0,0,1.5,0.006,0.08,13.5,19,0,2,,,0,0.1,4.3,0,0,56.31,0,,,0.15,0,3,0,0,0,0,0,0.05,,
2209,Inconel718KC1550,1277.6,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,1.05,0.0063,0.054,0.4,17.51,0,17.3,0,0,0,0.1,2.91,0,5.93,53.68,0.002,0,0,0.34,0,0.68,0,0,0,0,0,0,,13.8
2210,Rene41,1220,1066,4,760,16,0,0,0,0,0,0,1.5,0.005,0.09,11,19,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,3.1,0,0,0,0,0,0,,14
2211,Inconel713C,,1185,4,0,0,0,0,0,0,0,0,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
2212,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
2213,Udimet710,,1149,2,1066,4,760,16,0,0,0,0,2.48,0.015,0.06,15.5,17.8,0,0.14,0,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,893.6,
2214,Nimonic263,550,1149,2,799,8,0,0,0,0,0,0,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,44
2215,Inconel713C,,1185,4,0,0,0,0,0,0,0,0,6.2,0.011,0.1,0,13.1,0,0,0,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,884,
2216,Ticolloy12,840,0,0,0,0,0,0,0,0,0,0,0.94,0.003,0.032,0,17.53,0,17.83,0,0,0.001,0,3.05,0,5.72,53.93,0,0,0,0,0,0.96,0,0,0,0,0,0,,32
2217,Inconel939,,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,,
2218,MAR-M247:WWS,,1185,172,1185,0,1185,0,871,0,0,0,5.57,0.016,0.14,10.05,8.51,0,0.16,0,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,1040,
2219,Inconel718KC1546,1025.3,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,1.22,0.0048,0.058,0.36,17.78,0,18.87,0,0,0,0.11,2.93,0,3.94,53.28,0.003,0,0,0.88,0,0.56,0,0,0,0,0,0,,15.5
2220,Inconel625,,996,1,622,4,0,0,0,0,0,0,0.25,0,0.016,0,21.45,0,1.41,0,,0,0.05,8.89,0.006,3.77,63.84,0,,,0.06,0,0.26,0,0,0,0,0,0,984,
2221,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.9,0.006,0.08,18.5,18,0,0,0,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,1215,
2222,Inconel706,1006,982,1,843,3,718,8,621,8,0,0,0.24,0.0045,0.045,0,15.75,0,39.03,0,0,0,0.06,0,0,2.89,40.19,0.002,0,0,0.13,0,1.66,0,0,0,0,0,0,,20
2223,Inconel718P_M,1245,1038,2,718,8,621,8,0,0,0,0,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,22.2
2224,KM48,,1191,4,843,4,760,4,0,0,0,0,3.81,0.034,0.0633,17.56,12.3,0,0,,,0.0014,0,4.01,0,1.97,55.53,0.319,,,0,0,4.38,0,0,0,0,0,0.0235,,
2225,Waspaloy1653,630.3,1190,24,847,4,760,16,0,0,0,0,1.33,0.003,0.036,8.1,19.3,0,0,0,0,0,0,3.99,0,0,64.17,0,0,0,0,0,3.01,0,0,0,0,0,0.06,,
2226,Inconel718KC1541,1130.1,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.74,0.0075,0.064,0.36,17.6,0,18.87,0,0,0,0.11,2.96,0,5.34,52.96,0.011,0,0,0.6,0,0.37,0,0,0,0,0,0,,12.5
2227,Inconel718p1,,1160,24,0,0,0,0,0,0,0,0,0.52,0.005,0.02,0,18.69,0.001,18.96,,,0,0.02,3.01,0,5.2,52.52,0,,,0.05,0,1.01,0,0,0,0,0,0,,
2228,Allvac718PLUS,,954,1,718,8,621,8,0,0,0,0,1.5,0,0,9,18,0,10,,,0,0,2.8,0,5.5,52.5,0,,,0,0,0.7,0,0,0,0,0,0,,
2229,Inconel718KC1539,,954.4444444,1,718.3333333,8,621.1111111,8,0,0,0,0,0.68,0.0084,0.062,0.23,17.48,0.004,18.09,0,,0,0.11,3.01,0,5.41,52.94,0,,,0.17,0,0.91,0,0,0,0,0,0,1360.3,
2230,Inconel718,,954,1,718,8,621,8,0,0,0,0,0.6,0.004,0.03,0,18,0.022,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
2231,Inconel718KC1543,1146.6,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,1.12,0.0099,0.058,0.36,17.4,0,14.94,0,0,0,0.11,3.02,0,6.47,54.2,0.005,0,0,0.92,0,1.37,0,0,0,0,0,0,,8.7
2232,U720Li,950,1170,4,1080,4,845,24,760,16,0,0,2.47,0.018,0.023,15.3,16.2,0,0,0,0,0,0,3.06,0,0,56.38,0,0,0,0,0,5.18,0,1.33,0,0,0,0.039,,21
2233,Inconel718,,954,1,718,8,621,8,760,0,0,0,0,0,0,9,18,0,10,,,0,0,2.9,0,6.16,60.1,0,,,0,0,0,0,0,0,0,0,0,,
2234,Udimet720P/M,,760,2,7600,8,649,24,0,0,0,0,2.5,0.02,0.025,14.7,16,0,0,0,,0,0,3,0,0,57.48,0,,,0,0,5,0,1.25,0,0,0,0.03,1350,
2235,MERL76,175,1163,2,649,24,760,16,0,0,0,0,5,0.02,0.02,18.5,12.5,0,0,0.4,0,0,0,3.2,0,1.4,54.5,0,0,0,0,0,4.4,0,0,0,0,0,0.06,,33
2236,Unnamedalloy8,,0,0,0,0,0,0,0,0,0,0,5.55,0,0,15,10,0,0,,,0,0,3.5,0,0,60.75,0,,,0,0,5.2,0,0,0,0,0,0,,
2237,InconelX750,,1149,2,843,24,704,20,0,0,0,0,0.7,0,0.04,0,15.5,0,7,0,,0,0.5,0,0,1,73,0,,,0.2,0,2.5,0,0,0,0,0,0,1050,
2238,Inconel718,1130,980,1,850,1,650,16,0,0,0,0,1.85,0.0033,0.056,0,17.58,0,17,0,0,0,0,2.85,0,3.44,56.04,0,0,0,0,0,1.18,0,0,0,0,0,0,,32.2
2239,HastelloyX,,1121,1,0,0,0,0,0,0,0,0,0,0,0.1,1.5,22,0,18.5,0,,0,0.5,9,0,0,47,0,,,0.5,0,0,0,0.6,0,0,0,0,255,
2240,Inconel625,579,927,1,649,4,0,0,0,0,0,0,0.28,0,0.026,0,21.28,0,1.41,0,0,0,0.03,8.97,0.005,3.79,63.87,0,0,0,0.07,0,0.27,0,0,0,0,0,0,,41
2241,Ta718,,996,1,718,8,621,8,0,0,0,0,0.5,0.001,0.03,0,20.4,0,18.9,0,,0,0,3.3,0,0,48.5,0,,,0,7.2,0.9,0,0,0,0,0,0,1034,
2242,Inconel713C,,1205,4,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,,
2243,Nimonic090,,1079,8,704,16,0,0,0,0,0,0,1.5,0.003,0.07,16.5,19.5,0,0,,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,,
2244,Inconel713+Hf,760,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,11
2245,Rene220,,871,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,16,20.1,0,1,,,0,0,2.4,0,1,52.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
2246,SEL-15,,1315,4,0,0,0,0,0,0,0,0,5.4,0.015,0.07,14.5,11,0,0,0,,0,0,6.5,0,0.5,58,0,,,0,0,2.5,0,1.5,0,0,0,0,840,
2247,Inconel718_s,883,1024,1.5,788,7,0,0,0,0,0,0,0.5,0,0,0,18.5,0,18.5,0,0,0,0,3,0,5,53.4,0,0,0,0,0,1,0,0,0,0,0,0,,29.6
2248,Inconel718KC1547,,954.4444444,1,718.3333333,8,621.1111111,8,648.8888889,1500,0,0,0.28,0.0061,0.058,0.37,17.55,0.002,17.35,0,,0,0.11,2.96,0,6,53.54,0,,,0.3,0,1.26,0,0,0,0,0,0,1543,
2249,Inconel738LC,,1121,2,843,24,0,0,0,0,0,0,3.48,0.01,0.1,8.36,16.06,0,0,0,,0,0,1.85,0,0,66.79,0,,,0,0,3.35,0,0,0,0,0,0,1013,
2250,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
2251,Waspaloy,,1020,4,850,4,760,16,0,0,0,0,1.44,0,0.018,13.8,19.6,0,0.4,0,,0,0,4.25,0,0,57.53,0,,,0.04,0,2.92,0,0,0,0,0,0,1105,
2252,Inconel600,285,1121,2,0,0,0,0,0,0,0,0,0,0,0.08,0,15.5,0,8,0,0,0,0.5,0,0,0,76,0,0,0,0.2,0,0,0,0,0,0,0,0,,45
2253,Rene95,,1093,1,871,1,0,0,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1531,
2254,Inconel718P_M,992,1038,2,718,8,621,8,0,0,0,0,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,13.9
2255,Waspaloy,,1071,0,1020,0,760,0,0,0,0,0,1.3,0.006,0.035,13.5,19.4,0.006,0,0,,0,0,4.3,0,0,58.5,0,,,0,0,3,0,0,0,0,0,0,837,
2256,Inconel625,,927,1,671,4,0,0,0,0,0,0,0.25,0,0.021,0,21.43,0,1.28,0,,0,0.03,8.88,0.006,3.77,64.02,0,,,0.05,0,0.26,0,0,0,0,0,0,1069,
2257,B-1900,733,1080,4,900,10,0,0,0,0,0,0,6,0.013,0.13,10,8,0,0,0,0,0,0,6,0,0,68.78,0,0,0,0,0,1,0,0,0,0,0,0.08,,2.7
2258,Inconel718,,954,1,718,8,621,8,0,0,0,0,0.6,0.004,0.03,0,18,0.016,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
2259,Inconel100GATORIZE,,0,0,0,0,0,0,0,0,0,0,5,0.03,0.07,18.5,12.4,0,0,0,,0,0,3.2,0,0,55.8,0,,,0,0,4.3,0.8,0,0,0,0,0.06,1580,
2260,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.07,1655,
2261,Haynes230,,1121,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,22,0,0,0,,0,0.5,2,0,0,57,0,,,0.4,0,0,0,14,0,0,0,0,870,
2262,MAR-M421,,1149,1,1065,0,4,16,0,0,0,0,4.3,0.015,0.14,9.5,15.8,0,0,0,,0,0,2,0,2,61,0,,,0,0,1.8,0,3.8,0,0,0,0.05,965,
2263,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
2264,MERL76,,1149,1,649,24,760,16,0,0,0,0,5,0.02,0.02,18.5,12.5,0,0,0,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,1634,
2265,Inconel713+Hf,620,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,6
2266,Inconel718KC1552,845.3,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.26,0.0055,0.054,0.36,18.02,0,20.71,0,0,0,0.11,2.86,0,3.94,51.99,0.002,0,0,0.31,0,0.52,0,0,0,0,0,0,,23.5
2267,Nimonic090,,1079,8,704,16,0,0,0,0,0,0,1.5,0.003,0.07,16.5,19.5,0,0,0,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,1075,
2268,Inconel625,276,1038,1,871,2000,0,0,0,0,0,0,0.2,0,0.05,0,21.5,0,2,0,0,0,0.2,9,0,3.6,63.05,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,80
2269,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
2270,TDNickel,987,982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1.757575758,0.242424242,0,,29.9
2271,Alloy909,676,982,1,718,8,621,8,0,0,0,0,0.05,0,0.005,12.9,0.1,0,41.4,0,0,0,0,0.03,0,5.1,38.44,0,0,0,0.42,0,1.56,0,0,0,0,0,0,,35
2272,Inconel625,,1149,1,0,0,0,0,0,0,0,0,0.2,0,0.05,0,21.5,0,2.5,0,,0,0.2,9,0,3.6,61,0,,,0.2,0,0.2,0,0,0,0,0,0,910,
2273,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
2274,Waspaloy1730,,1190,24,847,4,760,16,0,0,0,0,1.35,0.001,0.04,0.01,19.5,0,0,,,0,0,3.94,0,0,72.09,0,,,0,0,3.01,0,0,0,0,0,0.06,,
2275,Ticolloy1,940,0,0,0,0,0,0,0,0,0,0,0.46,0.003,0.031,0,18,0,18.25,0,0,0.001,0,3.05,0,5.26,54,0,0,0,0,0,0.95,0,0,0,0,0,0,,4
2276,Unnamedalloy29,,0,0,0,0,0,0,0,0,0,0,5,0.02,0.07,18.53,12.38,0,0,0,,0,0.01,3.29,0,0,55.72,0,,,0,0,4.18,0.74,0,0,0,0,0.06,1380,
2277,Inconel725HS,,996,2,760,2,649,6,0,0,0,0,0.2,0,0,0,20.8,0,7.6,0,,0,0,8,0,3.5,58.5,0,,,0,0,1.5,0,0,0,0,0,0,1373,
2278,MAR-M246+Hf,869,843,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,1.8,0,0,0,2.5,0,0,63,0,0,0,0,1.5,1.5,0,10,0,0,0,0.05,,6.5
2279,Inconel718,777,1135,10,955,1,720,8,620,8,0,0,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,20.7
2280,Rene95,,899,,0,,732,64,0,0,0,0,3.5,0.01,0.15,8,14,0,0,0,,0,0,3.5,0,3.5,61,0,,,0,0,2.5,0,3.5,0,0,0,0.05,1170,
2281,Thermo-Span,1309,1093,1,718,8,621,8,0,0,0,0,0.45,0.004,0,29,5.5,0,34.8,0,0,0,0,0,0,4.8,24.25,0,0,0,0.35,0,0.85,0,0,0,0,0,0,,22.1
2282,Rene220,,1065,1,760,5,649,3,704,0,0,0,0.5,0.01,0.015,12,18,0,0,0,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,889,
2283,Cabot214,,1121,4,0,0,0,0,0,0,0,0,4.5,0,0,0,16,0,2.5,0,,0,0,0,0,0,75,0,,,0,0,0,0,0,0,0,0,0,560,
2284,InconelMA0754,,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,0,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,345,
2285,UDM56,,1163,2,0,871,0,0,0,0,0,0,4.5,0.07,0.02,5,16,0,0,,,0,0,1.5,0,0,64,0,,,0,0,2,0.5,6,0,0,0,0.03,,
2286,Astroloy,965,1093,4,871,8,982,4,649,24,760,8,4,0.03,0.06,17,15,0,0,0,0,0,0,5.3,0,0,55,0,0,0,0,0,3.5,0,0,0,0,0,0,,16
2287,SEL,,760,16,0,0,0,0,0,0,0,0,4.4,0.015,0.08,22,15,0,0,0,,0,0,4.5,0,0,51,0,,,0,0,2.4,0,0,0,0,0,0,875,
2288,Udimet700,,1121,4,1079,4,843,24,760,16,0,0,4.42,0.03,0.06,18.8,15.5,0,0.15,,,0,0.1,5.1,0,0,52.28,0,,,0.1,0,3.41,0,0,0,0,0,0.05,,
2289,Inconel718,,954,1,718,8,621,8,760,0,0,0,0,0,0,9,18,0,10,,,0,0,2.9,0,4.67,60.1,0,,,0,0,0,0,0,0,0,0,0,,
2290,Inconel706,910,982,1,843,3,718,8,621,8,0,0,0.2,0,0.03,0,16,0,40,0,0,0,0.2,0,0,2.9,41.5,0,0,0,0.2,0,1.8,0,0,0,0,0,0,,19
2291,Waspaloy,,1079,4,843,24,760,16,0,0,0,0,1.3,0.006,0.08,13.5,19.5,0,0,0,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,1115,
2292,Allvac718PLUS,862,954,1,788,8,704,8,760,500,0,0,1.5,0.005,0.02,9.1,17.4,0,9.7,0,0,0,0,2.7,0,5.5,52.36,0.013,0,0,0,0,0.7,0,1,0,0,0,0,,
2293,Unnamedalloy16,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.085,0,6,0,0,,,0,0,2,0,1.5,73.3,0,,,0,0,0,0,11,0,0,0,0.1,,
2294,Unnamedalloy30,920,982,1,720,8,620,8,0,0,0,0,0.55,0.004,0.03,19.6,0,0,44.86,0,0,0,0,0,0,4.02,29.2,0,0,0,0.45,0,1.29,0,0,0,0,0,0,,11.7
2295,Nimonic263,370,1149,0.2,799,8,0,0,0,0,0,0,0.5,0.001,0.06,20,20,0,0,0,0,0,0.4,5.9,0,0,51,0,0,0,0.3,0,2.1,0,0,0,0,0,0.02,,42
2296,Inconel939,,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,759,
2297,Inconel713+Hf,415,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,15
2298,NimonicPK.33,134,1099,0.25,849,4,0,0,0,0,0,0,2,0.03,0.05,14,18.5,0,0.3,0,0,0,0.1,7,0,0,56,0,0,0,0.1,0,2,0,0,0,0,0,0,,
2299,Udimet720P/M,,1175,2,760,8,649,24,0,0,0,0,2.5,0.03,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,1581,
2300,Inconel706,1005,982,1,843,3,718,8,621,8,0,0,0.2,0,0.03,0,16,0,40,0,0,0,0.2,0,0,2.9,41.5,0,0,0,0.2,0,1.8,0,0,0,0,0,0,,20
2301,Unnamedalloy29,,0,0,0,0,0,0,0,0,0,0,5,0.02,0.07,18.53,12.38,0,0,,,0,0.01,3.29,0,0,55.72,0,,,0,0,4.18,0.74,0,0,0,0,0.06,,
2302,Alloy901,,1093,2,788,2,718,24,0,0,0,0,0.2,0.015,0.05,0,12.5,0,36,,,0,0.1,5.7,0,0,42.5,0,,,0.1,0,2.8,0,0,0,0,0,0,,
2303,Inconel738LC,,1120,2,845,24,0,0,0,0,0,0,3.44,0.01,0.09,8.61,15.95,0,0.04,,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,,
